track_id,genre,mf_prompt,qwen_summary,track_path
113511,rock,"This track is an instrumental rock piece that leans heavily into progressive‑rock territory, blending atmospheric synth textures with a driving, guitar‑centric rock foundation.  The production is polished and high‑fidelity, featuring a wide stereo field that lets each element breathe. The duration of the piece is 8.19 seconds. Instrumentation & production: The arrangement opens with a spacious synth pad that sets an ethereal backdrop, followed by a clean electric guitar that delivers a melodic, arpeggiated line. A solid bass guitar underpins the harmony, while a standard rock drum kit provides a steady, mid‑tempo groove. As the piece progresses, the clean guitar is gradually layered with a distorted counterpart, adding weight and intensity. The mix emphasizes clarity and separation—drums are punchy yet natural, the bass is warm and present, and the synths sit high in the mix, creating a sense of depth. Reverb and subtle delay are applied to the guitars and synths to enhance the atmospheric quality without muddying the overall sound. Vocal content: There are no vocals; the composition relies entirely on instrumental storytelling. Lyrical themes: Not applicable, as the track is instrumental. Structure & dynamics: The song follows a clear instrumental form: - Intro: Ambient synth pad establishes mood. - Verse‑like section: Clean guitar melody enters, supported by bass and drums. - Build: Additional layers (distorted guitar, richer synth harmonies) are introduced, increasing density and dynamic tension. - Climax: Full‑band texture with both clean and distorted guitars, driving drums, and a more pronounced bass line, delivering a powerful, anthemic peak. - Outro: Elements gradually recede, returning to the initial synth ambience for a resolved finish. Overall mood & aesthetic: The piece exudes an energetic yet contemplative vibe, balancing the forward momentum of rock with the expansive, dreamy qualities of progressive and ambient music. Its polished production and layered arrangement place it within the modern instrumental rock tradition, appealing to listeners who appreciate intricate guitar work and atmospheric soundscapes.","A modern instrumental rock track with an energetic yet contemplative mood, featuring a melodic and arpeggiated guitar line, mid-tempo groove around 100 BPM, rich chord progressions, and main instruments including electric guitar, bass, drums, and atmospheric synths.",fma/selected_samples/113511_rock.wav
114333,electronic,"This track is a high‑energy Hardstyle piece, leaning toward the raw‑hardstyle sub‑genre with a hard‑hitting, aggressive stylistic blend. It runs at 111.11 BPM in a steady 4/4 meter and is rooted in B major. The production is built around a massive, distorted kick drum that dominates the low end, paired with a deep sub‑bass that reinforces the pulse. Aggressive, detuned synth leads cut through the mix, while crisp electronic percussion adds rhythmic drive. The mix is heavily compressed and loud, delivering a wide, immersive stereo field that emphasizes the track’s relentless intensity. The duration of the piece is 10.00 seconds. There are no vocal parts, so the focus remains entirely on the instrumental aggression. The harmonic content is minimal, revolving around a simple progression that includes a B major chord, an E major chord, and a brief F♯m7♭5/E passing chord, interspersed with moments of “no chord” (N) that heighten tension before the next drop. Structurally, the composition follows a classic Hardstyle layout: an atmospheric intro that builds tension, a rising build‑up with escalating synth risers and snare rolls, a powerful drop where the distorted kick and sub‑bass lock in with the main synth lead, a short breakdown that strips back to pads and effects, and a final climax that restates the main theme before a rapid outro. Dynamic shifts are achieved through filter sweeps, pitch bends, and sudden volume cuts that heighten the impact of each section. Overall, the mood is fierce and exhilarating, designed for peak‑time festival moments where the crowd seeks an unrelenting surge of energy. The track exemplifies the modern Hardstyle aesthetic of 2020s European dance music, marrying raw, pounding kicks with soaring, distorted synth melodies to create a visceral, high‑octane experience.","A high-energy Hardstyle track with an aggressive mood, driven by a fast-paced 111.11 BPM 4/4 rhythm, featuring a B major chord progression and a mix of distorted synths, heavy kick drums, and sub-bass, creating a powerful and immersive sonic experience.",fma/selected_samples/114333_electronic.wav
114335,electronic,"This track is an aggressive Industrial Metal piece that blends heavy, distorted guitar riffs with harsh electronic textures and pounding industrial percussion.  The production is raw and high‑fidelity, featuring a wide stereo field that emphasizes the crushing weight of the low‑end bass and the relentless drive of the drums. The instrumentation centers on heavily distorted electric guitars delivering chugging, dissonant power‑chord riffs, while a deep, distorted bass underpins the rhythm with a thick, grinding presence. Industrial‑style electronic drums and percussive samples add a mechanistic, metallic edge, and layers of abrasive noise and feedback create a chaotic, dystopian soundscape. The mix is dense and compressed, allowing the guitars and bass to dominate while the electronic elements cut through with sharp, processed clicks and clangs. The duration of the piece is 10.00 seconds. Vocals are performed by a male singer in a low‑to‑mid range, employing a harsh, guttural timbre that is heavily distorted, compressed, and drenched in reverb. The delivery is shouted and growled, reinforcing the track’s confrontational attitude. The lyrics are in English and revolve around themes of defiance and rebellion, with the repeated chant “Fuck you!” serving as a powerful, anthemic hook that underscores the track’s angry, confrontational mood. Structurally, the song follows a typical industrial metal framework: an opening intro of atmospheric noise and a slow‑building drum pattern leads into a crushing verse built on the distorted guitar riff, followed by a pre‑chorus that heightens tension with layered synth noise. The chorus erupts with the shouted “Fuck you!” chant, supported by a fuller arrangement of guitars, bass, and electronic percussion. A breakdown section strips back to pounding drums and industrial samples before re‑introducing the main riff for a final, intensified climax that ends abruptly, leaving the listener in a state of unresolved aggression. Overall, the track exudes a dark, dystopian aesthetic, channeling the raw energy of early‑2000s industrial metal while incorporating modern production techniques that emphasize a massive, immersive wall of sound. Its relentless aggression and rebellious lyrical stance place it firmly within the tradition of industrial metal’s confrontational, anti‑establishment ethos.","A dark, aggressive Industrial Metal track with a harsh, guttural vocal delivery, heavy distorted guitar riffs, and pounding industrial percussion at 140 BPM, featuring dissonant power chords, deep bass, electronic drums, and abrasive noise, creating a chaotic, dystopian mood.",fma/selected_samples/114335_electronic.wav
114411,rock,"This track is an instrumental rock piece that leans toward a hard‑rock/metal‑infused style, built around a single, heavily distorted electric‑guitar riff.  The genre is rock, with a sub‑genre of instrumental hard‑rock, and the mood is aggressive, intense, and relentlessly driving. The duration of the piece is 10.00 seconds. The instrumentation is centered on a single electric guitar that delivers a thick, saturated tone with high‑gain distortion, employing a repetitive, riff‑based motif that dominates the arrangement. The production is raw and focused, keeping the guitar front‑and‑center in a tight stereo image, with minimal additional layers or effects beyond the natural overdrive and subtle reverb to add depth. There are no vocals, so the track relies entirely on the guitar’s timbre and dynamics to convey its energy. The structure is straightforward: an opening statement of the main riff, a brief middle section that maintains the same intensity, and a closing reiteration that ends abruptly, reinforcing the track’s relentless character. Overall, the piece captures the classic rock ethos of raw power and simplicity, echoing the tradition of instrumental guitar showcases from the late‑20th‑century hard‑rock canon while delivering a modern, high‑gain sound.","A instrumental hard-rock track with an aggressive, intense, and relentlessly driving mood, featuring a high-energy melody driven by a repetitive, heavily distorted electric guitar riff at a tempo of 120 BPM, centered around the guitar's thick, saturated tone and supported by raw production with minimal effects.",fma/selected_samples/114411_rock.wav
114416,rock,"This track is a melancholic Post‑Rock piece that blends atmospheric guitar textures with a subtle, driving rhythm section.  It moves at a moderate 120 BPM and is rooted in A major, featuring a simple yet evocative progression that alternates between the tonic A and the subdominant D, with occasional “no‑chord” moments that heighten the sense of space. The instrumentation is dominated by clean electric guitars that weave arpeggiated melodies and sustained chords, a deep bass guitar that anchors the low end, and a restrained drum kit that provides a steady, understated pulse. Production emphasizes a wide stereo field, allowing the guitars to swirl around the listener while the bass and drums sit firmly in the center, creating an immersive, spacious soundscape. The overall mood is introspective and wistful, capturing the hallmark emotional depth of contemporary Post‑Rock while maintaining a clear, melodic focus.","A melancholic Post-Rock track with a slow, introspective mood, featuring a simple A major melody in a moderate 120 BPM tempo, driven by arpeggiated clean electric guitars, a deep bass guitar, and a restrained drum kit, creating an immersive and spacious soundscape.",fma/selected_samples/114416_rock.wav
114556,electronic,"This track is a high‑energy Tech House piece that leans into a driving, hypnotic club aesthetic.  Built around a relentless four‑on‑the‑floor kick, the production layers a deep, resonant synth bass with crisp, syncopated hi‑hats and sharp claps, while a distinctive, slightly dissonant synth melody weaves through the mix, adding tension and forward momentum. The sound design is polished and high‑fidelity, with a wide stereo field that places the bass and percussive elements front‑and‑center, and subtle side‑chain compression that gives the groove a pulsing, breathing quality. The overall mood is intense and immersive, designed to keep dancers locked in a trance‑like state on the dancefloor. The track’s structure follows a classic Tech House blueprint: an atmospheric intro that gradually introduces the kick and bass, a buildup that adds the melodic synth line and percussive accents, a peak section where all elements lock together for maximum impact, and an outro that strips back to the core rhythm for a smooth exit. With its relentless rhythm, polished production, and hypnotic synth work, this song epitomizes the modern Tech House sound that dominates contemporary club sets.","A high-energy Tech House track with a driving, hypnotic mood, featuring a relentless four-on-the-floor kick at 128 BPM, deep synth bass, crisp hi-hats, sharp claps, and a slightly dissonant synth melody, supported by polished, high-fidelity sound design and a wide stereo field.",fma/selected_samples/114556_electronic.wav
115762,rock,"This track is an aggressive, high‑energy instrumental that blends Thrash Metal with Groove Metal, delivering a relentless, fast‑paced assault. The production is raw and powerful, featuring heavily distorted electric guitars that dominate the mix with wide‑panned, razor‑sharp riffs, while a thick, distorted bass guitar locks in with the guitars to reinforce the low‑end drive. The drum work is intense and precise, built around a pounding double‑bass foundation and tight, punchy snare hits that propel the music forward with relentless momentum. The overall sound is loud, dense, and unapologetically heavy, emphasizing a raw, in‑your‑face aesthetic typical of early‑2000s metal releases. The piece is entirely instrumental, allowing the interplay of guitars, bass, and drums to create a dynamic, riff‑centric landscape without any vocal elements.","A Thrash Metal/Groove Metal instrumental with an aggressive, high-energy mood, featuring a fast-paced, driving melody at a tempo of 160 BPM, built around distorted power chords, and dominated by electric guitars, bass, and intense drumming.",fma/selected_samples/115762_rock.wav
115766,rock,"This track is an energetic, passionate instrumental rock piece that blends alternative and hard rock elements. It features a distorted electric guitar delivering a virtuosic solo, supported by a piano playing arpeggiated chords. The production is raw and powerful, emphasizing the guitar’s aggressive tone while allowing the piano’s melodic arpeggios to add depth and contrast. The arrangement is driven by a steady, punchy drum groove and a tight bass line that lock in with the guitar’s rhythmic accents, creating a forward‑moving momentum. The overall mood is intense and exhilarating, capturing the spirit of modern alternative rock while nodding to classic hard‑rock aggression. The track’s dynamic shifts and soaring guitar lines make it a compelling showcase of instrumental rock prowess.","A powerful instrumental rock track with an intense and exhilarating mood, featuring a distorted electric guitar solo, arpeggiated piano chords, a steady drum groove at 120 BPM, and a driving bass line, blending alternative and hard rock elements.",fma/selected_samples/115766_rock.wav
115812,electronic,"This track is an energetic Chiptune piece rooted in the 8‑bit video‑game music tradition, blending classic arcade‑style synthesis with a modern, high‑octane pop sensibility.  It runs at ≈130 BPM in a steady 4/4 meter and is centered in F major. The production is deliberately lo‑fi, featuring bright square‑wave leads, a punchy triangle‑wave bass, and crunchy noise‑channel percussion that together recreate the nostalgic timbres of vintage consoles. The mix is clean yet deliberately limited in stereo width, emphasizing the tight, rhythmic interplay of the melodic and bass lines. The duration of the piece is 10.00 seconds. There are no vocal parts; the track is purely instrumental. The harmonic content follows a simple, repetitive progression that cycles through F – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C – Dm – C –�","A Chiptune track with an energetic, nostalgic mood, featuring a bright melody in F major, a steady 4/4 tempo at ≈130 BPM, and a lo-fi production style using square-wave leads, triangle-wave bass, and noise-channel percussion.",fma/selected_samples/115812_electronic.wav
118056,rock,"This track is a raw, high‑energy Garage Rock piece that leans heavily into a lo‑fi, garage‑punk aesthetic.  It drives forward with a relentless, distorted electric‑guitar riff that dominates the mix, paired with a simple, punchy drum beat and a solid, foundational bass line. The production is intentionally unpolished, preserving the gritty, live‑room feel of a garage rehearsal space. The duration of the piece is 10.00 seconds. Instrumentation is centered on a heavily overdriven single‑coil guitar that repeats a tight, minor‑key power‑chord motif, while the drums provide a straightforward 4/4 backbeat with minimal fills, and the bass locks in with a steady eighth‑note pulse that underpins the guitar’s aggression. The mix is relatively dry, with only subtle room ambience, emphasizing the rawness of the performance. Vocals are delivered by a male singer in a mid‑range register, featuring a raw, slightly strained timbre that matches the track’s rebellious spirit. The vocal style is direct and unrefined, with little processing beyond a touch of natural reverb, reinforcing the DIY vibe. Lyrically, the song is confrontational and defiant, repeatedly chanting the line “You’re gonna make me lose my mind,” which serves as the central hook and underscores the theme of mental overload and frustration. Structurally, the composition is built around a repetitive main riff that cycles through the verses and choruses, creating a hypnotic loop that maintains high intensity from start to finish. The arrangement stays largely static, with dynamic tension generated by the escalating vocal delivery and occasional slight variations in the guitar’s distortion level, culminating in a final, unrelenting repetition of the hook. Overall, the track captures the quintessential garage‑rock mood of youthful rebellion and raw immediacy, echoing the early‑2000s garage‑punk resurgence while staying true to the genre’s stripped‑back, high‑octane roots.","A raw, high-energy Garage Rock track with a lo-fi, garage-punk mood, featuring a distorted electric-guitar riff in a minor key, driven by a 4/4 drum beat at around 120 BPM, supported by a steady bass line, and characterized by dry production, unpolished vocals, and a confrontational, defiant lyrical theme.",fma/selected_samples/118056_rock.wav
121727,electronic,"This track is an Electronic/Techno instrumental that blends a melancholic, suspenseful atmosphere with a driving, dance‑floor energy. The production is polished and high‑fidelity, featuring a wide‑stereo synth bass that anchors the low end, crisp electronic drums with a punchy kick and snare, and a shimmering hi‑hat that adds rhythmic sparkle. A repetitive arpeggiated synth melody weaves through the mix, creating a hypnotic loop that builds tension while maintaining a steady groove. The overall mood is both introspective and kinetic, making it ideal for club settings or as a backdrop for focused listening. The song’s structure is built around a looping progression that emphasizes the minor tonalities, reinforcing the track’s moody character while the steady 4/4 beat keeps the momentum flowing.","A melancholic and suspenseful Electronic/Techno instrumental with a hypnotic, repetitive arpeggiated synth melody, driving 4/4 tempo at 128 BPM, minor tonalities, and a polished mix featuring a wide-stereo synth bass, crisp electronic drums, and shimmering hi-hats.",fma/selected_samples/121727_electronic.wav
